WeekOfYear,RankThisWeek,RankKastWeek,Title,Studio,Revenue(USD),NumOfTheaters,ReleaseWeek
21,86,,Welcome to Happiness,Orion,5083,10,1
21,87,105,Sold,Mats.,4738,6,8
21,88,54,Unsullied,Indic.,4728,4,5
21,89,90,I Saw the Light,SPC,4660,8,9
21,90,,Wedding Doll,Strand,4581,2,6
21,91,85,Sweet Bean,KL,4283,3,10
21,92,76,Marguerite,Cohen,4194,6,11
21,93,,Unlocking the Cage,FRun,3794,1,-
21,94,,The Other Side,FM,3649,1,1
21,95,74,L'attesa,Osci.,3479,3,4
21,96,56,Born to be Blue (US Release),IFC,3356,14,9
21,97,86,Los Sures,Osci.,3177,1,6
21,98,98,Space Station 3-D (IMAX),Imax,3046,7,708
21,99,121,To the Arctic (IMAX),WB,2936,0,205
21,100,111,Krisha,A24,2882,2,10
21,101,53,The First Monday in May,Magn.,2688,6,6
21,102,109,No Home Movie,Icar.,2483,2,14
21,103,88,Deep Sea 3D (IMAX),WB,2468,4,507
21,104,77,Embrace of the Serpent,Osci.,2444,2,14
21,105,94,The Witch,A24,2247,9,14
21,106,95,Island of Lemurs: Madagascar (IMAX),WB,2197,5,112
21,107,82,Louder than Bombs,Orch.,2059,10,7
21,108,,How to Let Go of the World and Love All Things Climate Can't Change,WOW,2007,2,4
21,109,118,I Don't Belong Anywhere: The Cinema of Chantal Akerman,Icar.,2000,2,8
21,110,110,Elstree 1976,FR,1954,2,3
21,111,112,My Golden Days,Magn.,1896,4,10
21,112,107,Neon Bull,KL,1848,3,7
21,113,101,The Invitation,Drft.,1675,3,7
21,114,100,Chongqing Hot Pot,CL,1566,2,8
21,115,89,Paths of the Soul,Icar.,1559,2,2
21,116,116,Journey to the South Pacific,Imax,1458,3,125
21,117,71,Being Charlie,Pala.,1448,3,3
21,118,104,A Bit of Bad Luck,Indic.,1376,1,2
21,119,,Ran (2016 re-issue),Rialto,1300,1,13
21,120,102,Star Crossed,Indic.,1258,1,2
21,121,113,Vita Activa: The Spirit of Hannah Arendt,Zeit.,1142,2,7
21,122,106,Galapagos (IMAX),Imax,1043,4,810
21,123,,Marinoni: The Fire in the Frame,FRun,788,1,8
21,124,,Take Me to the River (2016),FM,773,1,9
21,125,127,Cemetery of Splendor,Strand,723,2,12
21,126,124,Sworn Virgin,Strand,602,4,5
21,127,93,Mountains May Depart,KL,526,1,15
21,128,119,Ingrid Bergman: In Her Own Words,Rialto,373,1,28
21,129,108,Band of Outsiders (2016 re-issue),Rialto,317,1,3
21,130,,Colliding Dreams,ICir,230,2,10
21,131,,"Rabin, the Last Day",KL,202,1,16
21,132,126,The Dying of the Light,FRun,175,2,7
21,133,122,The Professor: Tai Chi's Journey West,FRun,144,1,3
21,134,,Burning Bodhi,Mont.,5,1,9
22,1,,X-Men: Apocalypse,Fox,94173232,4150,1
22,2,,Alice Through the Looking Glass,BV,40081597,3763,1
22,3,1,The Angry Birds Movie,Sony,29249417,3932,2
22,4,2,Captain America: Civil War,BV,23873208,3395,4
22,5,3,Neighbors 2: Sorority Rising,Uni.,14623645,3416,2
22,6,5,The Jungle Book (2016),BV,11710752,2523,7
22,7,4,The Nice Guys,WB,10237178,2865,2
22,8,6,Money Monster,TriS,6787184,2315,3
22,9,14,Love & Friendship,RAtt.,3888826,493,3
22,10,8,Zootopia,BV,1386037,572,13
22,11,17,The Lobster (US Release),A24,1232023,116,3
22,12,7,The Darkness,BH Tilt,1123428,1004,3
22,13,11,The Meddler,SPC,946937,420,6
22,14,16,The Man Who Knew Infinity,IFC,792881,286,5
22,15,21,Batman v Superman: Dawn of Justice,WB,775848,361,10
22,16,20,A Bigger Splash,FoxS,650679,378,4
22,17,10,The Huntsman: Winter's War,Uni.,537215,374,6
22,18,,A Aa,BSC,495611,115,-
22,19,12,Barbershop: The Next Cut,WB (NL),401711,265,7
22,20,9,Mother's Day,ORF,382651,335,5
22,21,22,Miracles from Heaven,TriS,380274,207,11
22,22,24,Kung Fu Panda 3,Fox,378388,193,18
22,23,13,The Boss,Uni.,337595,231,8
22,24,23,A Beautiful Planet,Imax,332249,42,5
22,25,36,Weiner,IFC,263373,26,2
22,26,26,Ratchet & Clank,Focus,224559,159,5
22,27,19,Sing Street,Wein.,202609,175,7
22,28,28,Deadpool,Fox,192081,140,16
22,29,39,Maggie's Plan,SPC,164440,19,2
22,30,33,10 Cloverfield Lane,Par.,136196,120,12
22,31,30,The Divergent Series: Allegiant,LG/S,129850,153,11
22,32,15,Keanu,WB (NL),112198,121,5
22,33,25,Eye in the Sky,BST,109967,81,12
22,34,27,"Hello, My Name is Doris",RAtt.,105593,83,12
22,35,31,WARx2,WARX2,97014,10,18
22,36,35,London Has Fallen,Focus,83444,96,13
22,37,29,Green Room,A24,60805,30,7
22,38,47,Dark Horse (2016),SPC,59456,13,4
22,39,43,High-Rise,Magn.,56603,22,3
22,40,40,Dough,Men.,50072,24,16
22,41,50,Vaxxed: From Cover-Up to Catastrophe,CLS,48098,11,9
22,42,42,God's Not Dead 2,PFR,46568,48,9
22,43,34,Minimalism: A Documentary About the Important Things,Gathr,44161,23,1
22,44,32,Kaptaan,UTV,40129,23,2
22,45,38,A Hologram for the King,RAtt.,40013,38,6
22,46,45,Miles Ahead,SPC,36637,23,9
22,47,46,Jimmy Vestvood: Amerikan Hero,SkyI,36220,6,3
22,48,,The Unknowns,Gathr,28008,21,-
22,49,53,Sunset Song,Magn.,25035,14,3
22,50,72,Ma ma,Osci.,23478,11,2
22,51,64,Hockney,FM,22839,10,6
22,52,56,Dheepan,IFC,20433,9,4
22,53,37,Star Wars: The Force Awakens,BV,20347,20,24
22,54,,The Fallen Idol (2016 re-issue),Rialto,20260,2,1
22,55,52,The Lady in the Van,SPC,19862,21,26
22,56,51,Meet the Blacks,Free,17619,28,9
22,57,73,Eva Hesse,Zeit.,15439,5,5
22,58,66,Born to Be Wild (IMAX),WB,15358,13,269
22,59,76,Under the Sea 3D,WB,14309,8,381
22,60,,Holy Hell,WRA,14175,3,1
22,61,,Dark Horse (Canada Release),Mon,13850,2,4
22,62,57,Saturday's Warrior,Purd.,12795,6,9
22,63,58,Ride Along 2,Uni.,12190,19,20
22,64,62,"Hail, Caesar!",Uni.,11440,6,17
22,65,55,Pele: Birth of a Legend,IFC,11064,11,3
22,66,48,Phantom Detective,CJ,10815,7,3
22,67,,Chevalier,Strand,10809,3,1
22,68,69,The Measure of a Man,KL,8505,5,7
22,69,,The Ones Below,Magn.,8447,4,1
22,70,74,Remember (US Release),A24,8281,4,12
22,71,61,The Lobster (Canada Release),Mon,7982,4,10
22,72,68,Hubble 3D,WB,7938,3,324
22,73,75,The Congressman,Shad.,7602,4,5
22,74,,Presenting Princess Shaw,Magn.,7246,3,1
22,75,95,Born to be Blue (US Release),IFC,7225,7,10
22,76,54,The Family Fang,SM,6906,10,5
22,77,78,Our Last Tango,Strand,6545,6,7
22,78,92,Unlocking the Cage,FRun,6474,1,1
22,79,59,Tale of Tales,IFC,6178,7,6
22,80,77,Kaili Blues,Ghop,6081,1,2
22,81,49,Papa: Hemingway in Cuba,YFG,5439,12,5
22,82,,The Romans,Indic.,5414,1,1
22,83,60,Viva,Magn.,5373,6,5
22,84,97,Space Station 3-D (IMAX),Imax,4728,3,710
22,85,80,The Little Prince,EOne,4146,10,16
22,86,88,I Saw the Light,SPC,3908,6,10
22,87,100,The First Monday in May,Magn.,3404,3,7
22,88,96,Los Sures,Osci.,3072,1,7
22,89,83,Almost Holy,Orch.,2823,5,2
22,90,71,April and the Extraordinary World,GK,2664,9,10
22,91,105,Island of Lemurs: Madagascar (IMAX),WB,2514,4,113
22,92,,Fireworks Wednesday,Ghop,2343,1,11
22,93,90,Sweet Bean,KL,2286,1,11
22,94,99,Krisha,A24,2160,4,11
22,95,,Time Changer (2016 re-release),5&2,2013,2,14
22,96,112,The Invitation,Drft.,2011,5,8
22,97,120,Vita Activa: The Spirit of Hannah Arendt,Zeit.,1993,2,8
22,98,,Sembene!,KL,1895,1,18
22,99,115,Journey to the South Pacific,Imax,1690,2,128
22,100,129,Colliding Dreams,ICir,1411,2,12
22,101,106,Louder than Bombs,Orch.,1273,3,8
22,102,,Bikes vs Cars,KL,1253,2,26
22,103,114,Paths of the Soul,Icar.,1234,2,3
22,104,109,Elstree 1976,FR,1157,3,4
22,105,86,Sold,Mats.,1133,1,9
22,106,121,Galapagos (IMAX),Imax,1051,2,812
22,107,,Lolo,FR,1003,1,12
22,108,,Aferim!,BWP,937,1,18
22,109,126,Mountains May Depart,KL,788,2,16
22,110,107,How to Let Go of the World and Love All Things Climate Can't Change,WOW,748,2,5
22,111,98,To the Arctic (IMAX),WB,634,2,207
22,112,93,The Other Side,FM,499,1,2
22,113,123,Take Me to the River (2016),FM,467,1,11
22,114,127,Ingrid Bergman: In Her Own Words,Rialto,463,1,29
22,115,,Songs My Brothers Taught Me,KL,461,2,12
22,116,101,No Home Movie,Icar.,459,1,15
22,117,,"Rio, I Love You",Scre.,252,2,7
22,118,125,Sworn Virgin,Strand,155,1,6
22,119,102,Deep Sea 3D (IMAX),WB,110,1,508
22,120,116,Being Charlie,Pala.,105,1,4
23,1,,Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,46239783,4071,1
23,2,1,X-Men: Apocalypse,Fox,32200963,4153,2
23,3,,Me Before You,WB (NL),27612578,2704,1
23,4,2,Alice Through the Looking Glass,BV,16811014,3763,2
23,5,3,The Angry Birds Movie,Sony,14566897,3484,3
23,6,4,Captain America: Civil War,BV,11207990,3084,5
23,7,5,Neighbors 2: Sorority Rising,Uni.,7108000,2417,3
23,8,6,The Jungle Book (2016),BV,6706028,1990,8
23,9,,Popstar: Never Stop Never Stopping,Uni.,6631280,2311,1
23,10,7,The Nice Guys,WB,4941342,1888,3
23,11,9,Love & Friendship,RAtt.,3134501,819,4
23,12,8,Money Monster,TriS,2629260,1323,4
23,13,11,The Lobster (US Release),A24,2115104,560,4
23,14,18,A Aa,BSC,1415468,115,1
23,15,10,Zootopia,BV,1211837,400,14
23,16,,Housefull 3,Eros,929872,145,1
23,17,15,Batman v Superman: Dawn of Justice,WB,435468,270,11
23,18,13,The Meddler,SPC,380998,232,7
23,19,14,The Man Who Knew Infinity,IFC,366201,195,6
23,20,,The Wailing (Goksung),WGUSA,339625,32,3
23,21,25,Weiner,IFC,283700,58,3
23,22,24,A Beautiful Planet,Imax,279425,39,6
23,23,12,The Darkness,BH Tilt,251413,208,4
23,24,16,A Bigger Splash,FoxS,247214,220,5
23,25,17,The Huntsman: Winter's War,Uni.,198610,167,7
23,26,29,Maggie's Plan,SPC,194853,34,3
23,27,35,WARx2,WARX2,182549,14,20
23,28,21,Miracles from Heaven,TriS,171126,159,12
23,29,23,The Boss,Uni.,156935,157,9
23,30,20,Mother's Day,ORF,155917,208,6
23,31,19,Barbershop: The Next Cut,WB (NL),133525,118,8
23,32,22,Kung Fu Panda 3,Fox,103171,134,19
23,33,41,Vaxxed: From Cover-Up to Catastrophe,CLS,73798,12,10
23,34,34,"Hello, My Name is Doris",RAtt.,70965,68,13
23,35,27,Sing Street,Wein.,70336,57,8
23,36,38,Dark Horse (2016),SPC,68677,26,5
23,37,28,Deadpool,Fox,68577,69,17
23,38,33,Eye in the Sky,BST,48775,43,13
23,39,32,Keanu,WB (NL),48194,44,6
23,40,39,High-Rise,Magn.,31456,19,4
23,41,43,Minimalism: A Documentary About the Important Things,Gathr,29838,19,2
23,42,45,A Hologram for the King,RAtt.,24986,27,7
23,43,40,Dough,Men.,24394,18,17
23,44,52,Dheepan,IFC,24158,11,5
23,45,46,Miles Ahead,SPC,22959,16,10
23,46,37,Green Room,A24,20134,19,8
23,47,,The Witness,FR,20094,1,1
23,48,42,God's Not Dead 2,PFR,18814,28,10
23,49,58,Born to Be Wild (IMAX),WB,17617,8,270
23,50,49,Sunset Song,Magn.,17558,19,4
23,51,51,Hockney,FM,17443,6,7
23,52,,Time to Choose,Abr.,17369,6,1
23,53,,The Fits,Osci.,15849,1,1
23,54,47,Jimmy Vestvood: Amerikan Hero,SkyI,13864,6,4
23,55,,Restored Me,Gathr,13557,9,-
23,56,54,The Fallen Idol (2016 re-issue),Rialto,12796,4,2
23,57,74,Presenting Princess Shaw,Magn.,12544,12,2
23,58,55,The Lady in the Van,SPC,12138,14,27
23,59,,Kamikaze '89,FM,11793,1,1
23,60,62,Saturday's Warrior,Purd.,11232,12,10
23,61,50,Ma ma,Osci.,10559,11,3
23,62,56,Meet the Blacks,Free,10281,17,10
23,63,,Wedding Doll,Strand,10260,6,8
23,64,,Approaching the Unknown,INDEP,10232,11,1
23,65,57,Eva Hesse,Zeit.,9781,4,6
23,66,59,Under the Sea 3D,WB,8889,8,382
23,67,,The President,Crnth,7578,1,1
23,68,110,How to Let Go of the World and Love All Things Climate Can't Change,WOW,7488,4,6
23,69,,River of Fundament,ICir,7143,2,24
23,70,83,Viva,Magn.,7107,10,6
23,71,63,Ride Along 2,Uni.,6275,9,21
23,72,67,Chevalier,Strand,5751,3,2
23,73,71,The Lobster (Canada Release),Mon,5583,3,11
23,74,87,The First Monday in May,Magn.,5406,7,8
23,75,78,Unlocking the Cage,FRun,5026,1,2
23,76,79,Tale of Tales,IFC,5002,5,7
23,77,85,The Little Prince,EOne,4864,9,17
23,78,65,Pele: Birth of a Legend,IFC,4295,7,4
23,79,60,Holy Hell,WRA,3876,2,2
23,80,76,The Family Fang,SM,3756,10,6
23,81,75,Born to be Blue (US Release),IFC,3502,5,11
23,82,64,"Hail, Caesar!",Uni.,3210,5,18
23,83,73,The Congressman,Shad.,3058,3,6
23,84,81,Papa: Hemingway in Cuba,YFG,3049,6,6
23,85,72,Hubble 3D,WB,2957,0,325
23,86,90,April and the Extraordinary World,GK,2851,8,11
23,87,,Gurukulam,Mats.,2788,1,1
23,88,69,The Ones Below,Magn.,2640,2,2
23,89,91,Island of Lemurs: Madagascar (IMAX),WB,2600,4,114
23,90,105,Sold,Mats.,2558,3,10
23,91,84,Space Station 3-D (IMAX),Imax,2300,3,712
23,92,68,The Measure of a Man,KL,2251,2,8
23,93,,From Afar,Strand,2086,1,-
23,94,,L'attesa,Osci.,1452,1,6
23,95,77,Our Last Tango,Strand,1432,3,8
23,96,93,Sweet Bean,KL,1358,2,12
23,97,48,The Unknowns,Gathr,1276,1,1
23,98,,Men & Chicken,Drft.,1238,3,7
23,99,96,The Invitation,Drft.,1071,3,9
23,100,108,Aferim!,BWP,1021,2,20
23,101,119,Deep Sea 3D (IMAX),WB,1000,0,509
23,102,114,Ingrid Bergman: In Her Own Words,Rialto,996,1,30
23,103,104,Elstree 1976,FR,792,2,5
23,104,86,I Saw the Light,SPC,706,2,11
23,105,103,Paths of the Soul,Icar.,680,1,4
23,106,,Cemetery of Splendor,Strand,613,2,14
23,107,99,Journey to the South Pacific,Imax,541,2,130
23,108,112,The Other Side,FM,488,1,3
23,109,,Fritz Lang's Destiny (2016 re-release),KL,413,1,3
23,110,106,Galapagos (IMAX),Imax,399,0,813
23,111,,The Dying of the Light,FRun,239,1,9
23,112,66,Phantom Detective,CJ,158,1,4
23,113,,Legends from the Sky,HHF,152,1,25
23,114,,Neon Bull,KL,120,1,9
23,115,116,No Home Movie,Icar.,10,0,16
24,1,,The Conjuring 2,WB (NL),56175086,3343,1
24,2,,Now You See Me 2,LG/S,31712529,3232,1
24,3,,Warcraft,Uni.,31191525,3400,1
24,4,1,Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,20489791,4071,2
24,5,3,Me Before You,WB (NL),14588276,2762,2
24,6,2,X-Men: Apocalypse,Fox,14473641,3585,3
24,7,5,The Angry Birds Movie,Sony,10021224,3083,4
24,8,4,Alice Through the Looking Glass,BV,8810313,2898,3
24,9,6,Captain America: Civil War,BV,6423822,2101,6
24,10,8,The Jungle Book (2016),BV,4491962,1496,9
24,11,7,Neighbors 2: Sorority Rising,Uni.,3222640,1581,4
24,12,10,The Nice Guys,WB,2821904,1147,4
24,13,9,Popstar: Never Stop Never Stopping,Uni.,2593415,2313,2
24,14,11,Love & Friendship,RAtt.,2178949,826,5
24,15,13,The Lobster (US Release),A24,1477455,560,5
24,16,12,Money Monster,TriS,1018891,731,5
24,17,15,Zootopia,BV,917970,319,15
24,18,26,Maggie's Plan,SPC,886448,311,4
24,19,,Range 15,TUG,462353,260,-
24,20,14,A Aa,BSC,401964,95,2
24,21,,Te3n,Rel.,331507,96,1
24,22,16,Housefull 3,Eros,315476,145,2
24,23,17,Batman v Superman: Dawn of Justice,WB,304953,215,12
24,24,22,A Beautiful Planet,Imax,274601,38,7
24,25,19,The Man Who Knew Infinity,IFC,247880,115,7
24,26,21,Weiner,IFC,235505,71,4
24,27,31,Barbershop: The Next Cut,WB (NL),205622,182,9
24,28,18,The Meddler,SPC,193211,136,8
24,29,20,The Wailing (Goksung),WGUSA,183206,35,4
24,30,27,WARx2,WARX2,148716,14,22
24,31,,Genius,RAtt.,136550,16,1
24,32,25,The Huntsman: Winter's War,Uni.,136445,141,8
24,33,23,The Darkness,BH Tilt,129134,97,5
24,34,28,Miracles from Heaven,TriS,126616,159,13
24,35,29,The Boss,Uni.,122930,127,10
24,36,,Puerto Ricans in Paris,FCW,102890,41,1
24,37,35,Sing Street,Wein.,93452,111,9
24,38,24,A Bigger Splash,FoxS,90974,57,6
24,39,38,Eye in the Sky,BST,84748,84,14
24,40,30,Mother's Day,ORF,70348,115,7
24,41,33,Vaxxed: From Cover-Up to Catastrophe,CLS,69339,14,11
24,42,36,Dark Horse (2016),SPC,67731,28,6
24,43,32,Kung Fu Panda 3,Fox,63273,88,20
24,44,34,"Hello, My Name is Doris",RAtt.,52858,49,14
24,45,,De Palma,A24,43761,3,1
24,46,44,Dheepan,IFC,38231,22,6
24,47,,The Music of Strangers,Orch.,37365,3,1
24,48,37,Deadpool,Fox,28398,36,18
24,49,,Blackway,Electric,27079,11,1
24,50,39,Keanu,WB (NL),26085,31,7
24,51,43,Dough,Men.,22722,16,18
24,52,53,The Fits,Osci.,21598,4,2
24,53,47,The Witness,FR,20011,2,2
24,54,49,Born to Be Wild (IMAX),WB,19566,7,271
24,55,54,Jimmy Vestvood: Amerikan Hero,SkyI,18313,6,5
24,56,42,A Hologram for the King,RAtt.,17259,17,8
24,57,,Be Somebody,TUG,15395,15,1
24,58,,Diary of a Chambermaid,Cohen,15320,2,1
24,59,40,High-Rise,Magn.,14690,7,5
24,60,60,Saturday's Warrior,Purd.,13088,8,11
24,61,48,God's Not Dead 2,PFR,10566,17,11
24,62,56,The Fallen Idol (2016 re-issue),Rialto,10388,4,3
24,63,,Germans & Jews,FRun,9804,1,1
24,64,63,Wedding Doll,Strand,9621,7,9
24,65,89,Island of Lemurs: Madagascar (IMAX),WB,9362,2,115
24,66,73,The Lobster (Canada Release),Mon,8971,6,12
24,67,45,Miles Ahead,SPC,8930,11,11
24,68,41,Minimalism: A Documentary About the Important Things,Gathr,8354,7,3
24,69,,Francofonia,MBox,8258,8,11
24,70,46,Green Room,A24,8019,10,9
24,71,93,From Afar,Strand,7832,1,1
24,72,65,Eva Hesse,Zeit.,7813,4,7
24,73,57,Presenting Princess Shaw,Magn.,7022,6,3
24,74,,Tikkun,KL,6639,2,1
24,75,55,Restored Me,Gathr,6416,6,1
24,76,62,Meet the Blacks,Free,5901,10,11
24,77,,Therapy for a Vampire,MBox,5832,2,1
24,78,96,Sweet Bean,KL,5829,1,13
24,79,72,Chevalier,Strand,4949,7,3
24,80,,Ran (2016 re-issue),Rialto,4786,3,16
24,81,51,Hockney,FM,4650,4,8
24,82,50,Sunset Song,Magn.,3966,7,5
24,83,97,The Unknowns,Gathr,3861,2,2
24,84,66,Under the Sea 3D,WB,3798,5,383
24,85,,Call Her Applebroog,Zeit.,3528,1,1
24,86,94,L'attesa,Osci.,3067,3,7
24,87,70,Viva,Magn.,2686,4,7
24,88,76,Tale of Tales,IFC,2672,4,8
24,89,87,Gurukulam,Mats.,2633,4,2
24,90,82,"Hail, Caesar!",Uni.,2560,4,19
24,91,68,How to Let Go of the World and Love All Things Climate Can't Change,WOW,2548,2,7
24,92,,Viktoria,BWP,2444,2,4
24,93,107,Journey to the South Pacific,Imax,2239,3,132
24,94,91,Space Station 3-D (IMAX),Imax,2178,3,713
24,95,110,Galapagos (IMAX),Imax,2160,2,815
24,96,,A Monster with a Thousand Heads,MBox,2136,5,5
24,97,105,Paths of the Soul,Icar.,1975,1,5
24,98,100,Aferim!,BWP,1967,3,21
24,99,92,The Measure of a Man,KL,1608,2,9
24,100,80,The Family Fang,SM,1464,5,7
24,101,88,The Ones Below,Magn.,1401,1,3
24,102,85,Hubble 3D,WB,1350,4,326
24,103,71,Ride Along 2,Uni.,1335,2,22
24,104,98,Men & Chicken,Drft.,1270,6,8
24,105,74,The First Monday in May,Magn.,1222,1,9
24,106,61,Ma ma,Osci.,1177,3,4
24,107,75,Unlocking the Cage,FRun,1068,1,3
24,108,95,Our Last Tango,Strand,1001,1,9
24,109,,Last Cab to Darwin,FRun,996,1,1
24,110,101,Deep Sea 3D (IMAX),WB,675,1,511
24,111,109,Fritz Lang's Destiny (2016 re-release),KL,540,1,4
24,112,,"Rabin, the Last Day",KL,470,1,19
24,113,99,The Invitation,Drft.,313,1,10
24,114,102,Ingrid Bergman: In Her Own Words,Rialto,279,0,31
24,115,84,Papa: Hemingway in Cuba,YFG,232,2,7
24,116,108,The Other Side,FM,222,1,4
24,117,111,The Dying of the Light,FRun,154,1,10
24,118,112,Phantom Detective,CJ,98,1,5
25,1,,Finding Dory,BV,213317902,4305,1
25,2,,Central Intelligence,WB (NL),50932458,3508,1
25,3,1,The Conjuring 2,WB (NL),23026348,3356,2
25,4,2,Now You See Me 2,LG/S,14691685,3232,2
25,5,3,Warcraft,Uni.,10564945,3406,2
25,6,4,Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,7987981,3086,3
25,7,6,X-Men: Apocalypse,Fox,7804155,2632,4
25,8,5,Me Before You,WB (NL),7101897,2645,3
25,9,8,Alice Through the Looking Glass,BV,6723939,1880,4
25,10,9,Captain America: Civil War,BV,3507761,1434,7
25,11,7,The Angry Birds Movie,Sony,2988946,2021,5
25,12,10,The Jungle Book (2016),BV,2363140,953,10
25,13,17,Zootopia,BV,1529653,305,16
25,14,12,The Nice Guys,WB,1221735,522,5
25,15,14,Love & Friendship,RAtt.,1200070,497,6
25,16,15,The Lobster (US Release),A24,935349,319,6
25,17,18,Maggie's Plan,SPC,647637,335,5
25,18,,Gentleman,Gaatri,642180,126,1
25,19,11,Neighbors 2: Sorority Rising,Uni.,572275,464,5
25,20,31,Genius,RAtt.,454251,134,2
25,21,16,Money Monster,TriS,350003,286,6
25,22,24,A Beautiful Planet,Imax,288762,39,8
25,23,13,Popstar: Never Stop Never Stopping,Uni.,271435,211,3
25,24,30,WARx2,WARX2,270337,16,24
25,25,26,Weiner,IFC,200026,80,5
25,26,25,The Man Who Knew Infinity,IFC,198329,88,8
25,27,27,Barbershop: The Next Cut,WB (NL),113942,121,10
25,28,28,The Meddler,SPC,112021,94,9
25,29,42,Dark Horse (2016),SPC,110321,43,7
25,30,50,Keanu,WB (NL),99175,123,8
25,31,29,The Wailing (Goksung),WGUSA,94709,14,5
25,32,32,The Huntsman: Winter's War,Uni.,94275,108,9
25,33,22,Housefull 3,Eros,81651,145,3
25,34,34,Miracles from Heaven,TriS,80804,93,14
25,35,35,The Boss,Uni.,74995,104,11
25,36,33,The Darkness,BH Tilt,72923,106,6
25,37,39,Eye in the Sky,BST,62592,66,15
25,38,45,De Palma,A24,61897,19,2
25,39,38,A Bigger Splash,FoxS,60231,37,7
25,40,47,The Music of Strangers,Orch.,49258,11,2
25,41,,Clown,W/Dim.,47694,100,1
25,42,37,Sing Street,Wein.,46273,55,10
25,43,43,Kung Fu Panda 3,Fox,42490,53,21
25,44,,The Homeless Billionaire,Hann.,39493,1,1
25,45,41,Vaxxed: From Cover-Up to Catastrophe,CLS,38749,12,12
25,46,44,"Hello, My Name is Doris",RAtt.,38316,47,15
25,47,,Tickled,Magn.,37682,2,1
25,48,,Raiders!: The Story of the Greatest Fan Film Ever Made,Drft.,36206,27,1
25,49,19,Range 15,TUG,30766,26,1
25,50,,AmeriGeddon,Forewarned,28837,11,4
25,51,46,Dheepan,IFC,28081,24,7
25,52,53,The Witness,FR,27516,9,3
25,53,58,Diary of a Chambermaid,Cohen,26506,9,2
25,54,61,God's Not Dead 2,PFR,24314,12,12
25,55,82,Sunset Song,Magn.,21407,14,6
25,56,67,Miles Ahead,SPC,20444,19,12
25,57,52,The Fits,Osci.,18309,7,3
25,58,56,A Hologram for the King,RAtt.,17999,16,9
25,59,51,Dough,Men.,16024,10,19
25,60,54,Born to Be Wild (IMAX),WB,15869,8,272
25,61,59,High-Rise,Magn.,12388,9,6
25,62,64,Wedding Doll,Strand,12346,7,10
25,63,,"My Love, Don't Cross that River",FM,11715,2,1
25,64,,Seoul Searching,Wonder,11450,1,1
25,65,60,Saturday's Warrior,Purd.,10420,8,12
25,66,,Cosmos,KL,8355,1,1
25,67,68,Minimalism: A Documentary About the Important Things,Gathr,7917,5,4
25,68,,The Last King,Magn.,7884,3,1
25,69,71,From Afar,Strand,7441,2,2
25,70,55,Jimmy Vestvood: Amerikan Hero,SkyI,7347,5,6
25,71,63,Germans & Jews,FRun,6064,1,2
25,72,69,Francofonia,MBox,5922,5,12
25,73,,Dark Horse (Canada Release),Mon,5534,3,6
25,74,87,Viva,Magn.,5226,7,8
25,75,108,Our Last Tango,Strand,5059,3,10
25,76,70,Green Room,A24,4504,8,10
25,77,,Argentina,FRun,4466,1,1
25,78,89,Gurukulam,Mats.,4302,7,3
25,79,,Golden Kingdom,KL,4183,1,1
25,80,74,Tikkun,KL,4105,1,2
25,81,73,Presenting Princess Shaw,Magn.,4012,4,4
25,82,86,L'attesa,Osci.,3613,6,8
25,83,96,A Monster with a Thousand Heads,MBox,3481,4,6
25,84,78,Sweet Bean,KL,3269,5,14
25,85,,Serial Killer 1,KL,3260,1,6
25,86,65,Island of Lemurs: Madagascar (IMAX),WB,3220,6,116
25,87,93,Journey to the South Pacific,Imax,3208,3,134
25,88,83,The Unknowns,Gathr,3111,3,3
25,89,62,The Fallen Idol (2016 re-issue),Rialto,3033,2,4
25,90,79,Chevalier,Strand,3019,7,4
25,91,72,Eva Hesse,Zeit.,2771,2,8
25,92,97,Paths of the Soul,Icar.,2640,1,6
25,93,,Nuts!,Cartuna,2492,1,-
25,94,84,Under the Sea 3D,WB,2371,4,384
25,95,81,Hockney,FM,2173,2,9
25,96,94,Space Station 3-D (IMAX),Imax,2124,3,715
25,97,95,Galapagos (IMAX),Imax,1981,0,816
25,98,106,Ma ma,Osci.,1850,3,5
25,99,,Embrace of the Serpent,Osci.,1692,4,16
25,100,99,The Measure of a Man,KL,1459,3,10
25,101,,Neon Bull,KL,1401,4,11
25,102,85,Call Her Applebroog,Zeit.,1314,1,2
25,103,117,The Dying of the Light,FRun,1116,2,11
25,104,102,Hubble 3D,WB,1015,1,327
25,105,,Band of Outsiders (2016 re-issue),Rialto,952,1,7
25,106,75,Restored Me,Gathr,869,1,2
25,107,100,The Family Fang,SM,801,2,8
25,108,109,Last Cab to Darwin,FRun,600,1,2
25,109,98,Aferim!,BWP,415,0,22
25,110,116,The Other Side,FM,393,1,5
25,111,107,Unlocking the Cage,FRun,384,1,4
25,112,90,"Hail, Caesar!",Uni.,360,2,20
25,113,80,Ran (2016 re-issue),Rialto,347,0,17
25,114,113,The Invitation,Drft.,325,2,11
25,115,104,Men & Chicken,Drft.,130,2,9
26,1,1,Finding Dory,BV,117031700,4305,2
26,2,,Independence Day: Resurgence,Fox,56157073,4130,1
26,3,2,Central Intelligence,WB (NL),28504616,3508,2
